0.7518906593322754,0.8555872440338135,0.2817814350128174,0.95526123046875,0.6001267433166504,0.40482664108276367,0.6015360355377197,0.2622535228729248,0.9707226753234863,0.34126830101013184,0.07378053665161133,0.28336548805236816,0.3195817470550537,0.3010716438293457,0.24933409690856934,0.3379852771759033,0.2217416763305664,0.30122995376586914,0.01577925682067871,0.5719935894012451,0.5908021926879883,0.2901945114135742,0.1429131031036377,0.09942173957824707,0.20583248138427734
0.3940558433532715,0.6176812648773193,0.04582023620605469,0.22603678703308105,1.1478450298309326,0.2099018096923828,0.3986623287200928,1.6397662162780762,0.3139464855194092,0.5250756740570068,0.0623929500579834,0.09275937080383301,0.4221336841583252,0.7970812320709229,0.1939411163330078,1.206169605255127,0.2796003818511963,0.3826756477355957,0.46039533615112305,0.6265459060668945
0.39319849014282227,0.39118146896362305,0.9276654720306396,0.01892399787902832,0.49139904975891113,0.46751952171325684,0.3099949359893799,0.17519640922546387,0.3912849426269531,0.33898377418518066,0.15775513648986816,0.3272669315338135,0.4457242488861084,0.4670724868774414,0.6285691261291504,0.15605640411376953,0.9413187503814697,0.26030588150024414,0.4853169918060303,0.22273993492126465,0.24233770370483398,1.2496941089630127,0.30885839462280273,0.30107688903808594
0.44290995597839355,0.8118391036987305,0.0793299674987793,0.03233480453491211,0.05050945281982422,0.24927330017089844,0.7096536159515381,0.27059030532836914,0.09114193916320801,0.24794244766235352,0.18352556228637695,0.3129734992980957,0.28647613525390625,0.33454442024230957,0.37415218353271484,0.046441078186035156,0.26142001152038574,0.19430875778198242,0.0577692985534668,0.5710387229919434,0.28560543060302734,0.8961193561553955,0.9181063175201416,0.2358860969543457,0.27733659744262695,0.08003830909729004,0.19794893264770508,0.5929305553436279,0.4750843048095703,0.5536093711853027
0.4938986301422119,0.2317657470703125,0.4308497905731201,0.10719156265258789,0.3296380043029785,0.3140542507171631,0.371227502822876,0.4049346446990967,0.37167978286743164,0.4494013786315918,0.2694051265716553,0.36768293380737305,0.5387706756591797,0.6113307476043701,0.3154942989349365,0.18355774879455566,0.28307104110717773,0.2358710765838623,0.13814640045166016,0.33557558059692383,1.0308666229248047,0.18436646461486816,0.37903380393981934,0.1193704605102539,0.2953774929046631,0.24831247329711914,0.0717000961303711,1.6477301120758057
